title,level,score,_id
Light-driven soft climbing robot based on negative pressure adsorption,2,0.6,64f44973f23bc4f67afc07f0
Climbing robots for manufacturing,2,0.6,64f44973f23bc4f67afc07ef
Uncover rock-climbing fish's secret of balancing tight adhesion and fast sliding for bioinspired robots,2,0.6,64f44973f23bc4f67afc07ee
A Wearable Glove with Electrothermal‐Controlled Ionogels for Adhesive Gripping,2,0.6,64f44973f23bc4f67afc07ed
Experimental verification of seafloor crustal deformation observations by UAV-based GNSS-A,2,0.6,64f44972f23bc4f67afc07eb
3D printing of octopi-inspired hydrogel suckers with underwater adaptation for reversible adhesion,2,0.6,64f44972f23bc4f67afc07ea
Soft Bending Actuator for Body-Powered Application,2,0.6,64f44970f23bc4f67afc07e7
3D-printed PEDOT: PSS for soft robotics,2,0.6,64f4497af23bc4f67afc0802
"A Perspective on Miniature Soft Robotics: Actuation, Fabrication, Control, and Applications",2,0.6,64f44982f23bc4f67afc0806
Electromechanical Actuators for Haptic Feedback with Fingertip Contact,2,0.6,64f44985f23bc4f67afc0807
Dynamics of a Wavy Axisymmetric Swimmer,2,0.6,64f44985f23bc4f67afc0809
Magnetic actuation methods in bio/soft robotics,2,0.6,64f4499df23bc4f67afc0824
Finite element modeling of soft fluidic actuators: Overview and recent developments,2,0.6,64f4499cf23bc4f67afc0821
"Bistable and multistable actuators for soft robots: Structures, materials, and functionalities",2,0.6,64f4499cf23bc4f67afc081f
"Functional fibers and fabrics for soft robotics, wearables, and human–robot interface",2,0.6,64f4499cf23bc4f67afc081e
A Small Steerable Tip Based on Dielectric Elastomer Actuators,2,0.6,64f44991f23bc4f67afc081d
"A Review on High‐Frequency Dielectric Elastomer Actuators: Materials, Dynamics, and Applications",2,0.6,64f44991f23bc4f67afc081c
Low hysteresis and fatigue-resistant polyvinyl alcohol/activated charcoal hydrogel strain sensor for long-term stable plant growth monitoring,2,0.6,64f4498ef23bc4f67afc081a
Highly stretchable and robust textile-based capacitive mechanical sensor for human motion detection,2,0.6,64f4498ef23bc4f67afc0819
Design and manufacture of edible microfluidic logic gates,2,0.6,64f4498cf23bc4f67afc0817
Scalable Fluidic Matrix Circuits for Controlling Large Arrays of Individually Addressable Actuators,2,0.6,64f4498bf23bc4f67afc0816
Fluidic Computation Kit: Towards Electronic-free Shape-changing Interfaces,2,0.6,64f4498bf23bc4f67afc0815
"A soft, self-sensing tensile valve for perceptive soft robots",2,0.6,64f4498bf23bc4f67afc0814
"Novel Linear, Piezo‐Resistive, Auxetic Sensors Coated by AAA Battery Active Carbons with Supreme Sensitivity for Human Body Movement Detection",2,0.6,64f44989f23bc4f67afc0813
Single-actuator soft robot for in-pipe crawling,2,0.6,64f449bcf23bc4f67afc0889
A novel pneumatic gripper driven by combination of soft fingers and bellows actuator for flexible grasping,2,0.6,64f44988f23bc4f67afc0811
Numerical investigation of novel 3D-SPA for gripping analysis in multi-environment,2,0.6,64f44988f23bc4f67afc080f
Comparative Analysis of Custom-Designed Soft Pneumatic Actuators for Human Thumb Movement in Post-Stroke Rehabilitation,2,0.6,64f44986f23bc4f67afc080e
Nanocellulose‐based soft actuators and their applications,2,0.6,64f44986f23bc4f67afc080d
Conducting Polymer-based Biohybrid Materials: Towards Microphysiological Chips and Soft Actuators for Bone Tissue Engineering,2,0.6,64f44986f23bc4f67afc080c
Analysis of design parameters' effect on 3D printed soft pneumatic actuator generated curvature and tip force,2,0.6,64f44986f23bc4f67afc080b
Design and applications of soft actuators based on Digital Light Processing (DLP) 3D printing,2,0.6,64f44986f23bc4f67afc080a
Three-dimensional auxetic structure design methods based on bulking-induced deformation and the application in soft crawling robot,2,0.6,64f449bcf23bc4f67afc0884
Dynamic response of vibro-impact capsule moving on the inclined track and stochastic slope,2,0.6,64f449c9f23bc4f67afc08b9
Soft mobile robots: A review of soft robotic locomotion modes,2,0.6,64f449bdf23bc4f67afc088a
Use of X-ray tomography to investigate soil deformation around growing roots,2,0.6,64f449ecf23bc4f67afc091c
Autonomous Self‐Sustained Liquid Crystal Actuators Enabling Active Photonic Applications,2,0.6,64f449f4f23bc4f67afc092f
Silk-protein-based gradient hydrogels with multimode reprogrammable shape changes for biointegrated devices,2,0.6,64f449f3f23bc4f67afc092e
Multi-parameter-encoded 4D printing of liquid crystal elastomers for programmable shape morphing behaviors,2,0.6,64f449f3f23bc4f67afc092d
"Autonomous, untethered gait-like synchronization of lobed loops made from liquid crystal elastomer fibers via spontaneous snap-through",2,0.6,64f449f3f23bc4f67afc092c
Self-jumping of a liquid crystal elastomer balloon under steady illumination,2,0.6,64f449f3f23bc4f67afc092b
Multimodal Self‐sustainable Autonomous Locomotions of Light‐driven Seifert Ribbon Actuators based on Liquid Crystal Elastomers,2,0.6,64f449f3f23bc4f67afc0929
Meniscus-Climbing System Inspired 3D Printed Fully Soft Robotics with Highly Flexible Three-Dimensional Locomotion at the Liquid–Air Interface,2,0.6,64f449f3f23bc4f67afc0928
Self‐Sustained Snapping Drives Autonomous Dancing and Motion in Free‐Standing Wavy Rings,2,0.6,64f449f2f23bc4f67afc0923
"Microstructure Development in Artificially Cemented, Fine-Grained Soils",2,0.6,64f449edf23bc4f67afc091f
The effects of soft and rough substrates on suction-based adhesion,2,0.6,64f449edf23bc4f67afc091e
Sorptive and desorptive response of divalent heavy metal ions from EICP-treated plastic fines,2,0.6,64f449ecf23bc4f67afc091a
A Review on Wheeled Type In-Pipe Inspection Robot,2,0.6,64f449dff23bc4f67afc0902
Sand-throwing behaviour in pit-building antlion larvae: insights from finite-element modelling,2,0.6,64f449ebf23bc4f67afc0919
Microbial‑induced carbonate precipitation (MICP) technology: a review on the fundamentals and engineering applications,2,0.6,64f449ebf23bc4f67afc0918
Soft climbing robot with magnetic feet for multimodal locomotion,2,0.6,64f449e8f23bc4f67afc0916
A multimodal soft crawling-climbing robot with the controllable horizontal plane to slope transition,2,0.6,64f449e8f23bc4f67afc0915
Pneumatically actuated self-healing bionic crawling soft robot,2,0.6,64f449e8f23bc4f67afc0913
Kirigami skins make a simple soft actuator crawl,2,0.6,64f449e6f23bc4f67afc090c
"The Protective Effect of Lithium Against Rotenone may be Evolutionarily Conserved: Evidence fromEisenia fetida, a Primitive Animal with a Ganglionic Brain",2,0.6,64f449e2f23bc4f67afc0909
Directionally Compliant Legs Enabling Crevasse Traversal in Small Ground‐Based Robots,2,0.6,64f449e1f23bc4f67afc0908
Snake robot traversing large obstacles using vertical bending reveals importance of contact feedback for propulsion generation,2,0.6,64f449e1f23bc4f67afc0907
A Small In-Pipe Inspection Robot with Integrated Holding Force Mechanism,2,0.6,64f449dff23bc4f67afc0904
Numerical and Physical Modeling of the Effect of the Cone Apex Angle on the Penetration Resistance in Coarse-Grained Soils,2,0.6,64f449f7f23bc4f67afc0931
Root–Soil Interaction,2,0.6,64f449f8f23bc4f67afc0933
Discrete element modeling of the anchor-tip interactions during self-penetration of a bio-inspired probe,2,0.6,64f449f8f23bc4f67afc0934
Bio-inspired Dual-auger Self-burrowing Robots in Granular Media,2,0.6,64f449f8f23bc4f67afc0935
Optimal design and implementation of an amphibious bionic legged robot,2,0.6,64f44a1df23bc4f67afc0958
Design of CLARI: A miniature modular origami passive shape-morphing robot,2,0.6,64f44a1cf23bc4f67afc0957
Metamorphic aerial robot capable of mid-air shape morphing for rapid perching,2,0.6,64f44a1bf23bc4f67afc0956
Koopman operators for modeling and control of soft robotics,2,0.6,64f44a1bf23bc4f67afc0954
"Inelastic Stock Market Response to Capital Flows, Conservation of Money, and the Paradox of Investing",2,0.6,64f44a1af23bc4f67afc0953
"Subsurface pulse, crater and ejecta asymmetry from oblique impacts into granular media",2,0.6,64f44a19f23bc4f67afc0952
Hybrid discrete-continuum modeling of shear localization in granular media,2,0.6,64f44a19f23bc4f67afc0950
The Effect of the Coefficient of Uniformity on the Dynamic Properties of MICP-Treated Sands,2,0.6,64f44a14f23bc4f67afc094f
Closure to “Axisymmetric Simulations of Cone Penetration in Biocemented Sands”,2,0.6,64f44a14f23bc4f67afc094e
Dissolution Behavior of Ureolytic Biocementation: Physical Experiments and Reactive Transport Modeling,2,0.6,64f44a14f23bc4f67afc094c
Improving the spatial control of soil biocementation using indigenous microorganisms: Column experiments and reactive transport modeling,2,0.6,64f44a14f23bc4f67afc094a
Biomediated control of colloidal silica grouting using microbial fermentation,2,0.6,64f44a13f23bc4f67afc0949
Affordable Soft and Semi-rigid Robot Designs Case Studies via Compliance Tuning and Mechanism Design,2,0.6,64f44a0ff23bc4f67afc0947
Research on structural parameters and kinematic properties of a drill-in granary grain condition detector,2,0.6,64f44a0ff23bc4f67afc0946
A picture and a thousand words: The pairing of photography and science,2,0.6,64f44a0cf23bc4f67afc0942
Bioinspired 3d-printed snakeskins enable effective serpentine locomotion of a soft robotic snake,2,0.6,64f44a00f23bc4f67afc093b
Bioinspired regolith penetration probe for Lunar exploration,2,0.6,64f449fcf23bc4f67afc093a
Methods for Control of Granular Material Attributes,2,0.6,64f449fcf23bc4f67afc0939
Down to the root of vegetated soil: challenges and state-of-the-art,2,0.6,64f449fcf23bc4f67afc0938
Back-calculation of soil parameters from displacement-controlled cavity expansion under geostatic stress by FEM and machine learning,2,0.6,64f449fbf23bc4f67afc0937
Unearthing real-time 3D ant tunneling mechanics,2,0.6,64f449fbf23bc4f67afc0936
Design and characterization of a hollow and duplex-chambered propulsion module for narrow pipe inspection,2,0.6,64f449dff23bc4f67afc0903
Design of a Pneumatically Driven Inchworm-Like Gas Pipe Inspection Robot with Autonomous Control,2,0.6,64f449def23bc4f67afc0901
Additive manufacturing of structural materials,2,0.6,64f449bff23bc4f67afc088d
A biomimetic fish fin-like robot based on textile reinforced silicone,2,0.6,64f449c9f23bc4f67afc08b6
MixedControl of a Soft Robotic Structure Actuated by Dielectric Elastomers,2,0.6,64f449cdf23bc4f67afc08cb
The Impact of Morphological Diversity in Robot Swarms,2,0.6,64f449cdf23bc4f67afc08ca
Overview of the Development of Origami-inspired Robot Arms,2,0.6,64f449cdf23bc4f67afc08c9
Pipe inspection robots: a review,2,0.6,64f449cdf23bc4f67afc08c7
Recent Developments of Actuation Mechanisms for Continuum Robots: A Review,2,0.6,64f449cdf23bc4f67afc08c4
Towards Foodservice Robotics: a taxonomy of actions of foodservice workers and a critical review of supportive technology,2,0.6,64f449ccf23bc4f67afc08c0
"A review of soft manipulator research, applications, and opportunities",2,0.6,64f449ccf23bc4f67afc08be
Snake-worm: A Bi-modal locomotion robot,2,0.6,64f449c9f23bc4f67afc08ba
Fractal Patterns in the Parameter Space of Bi-stable Duffing Oscillator,2,0.6,64f4496ff23bc4f67afc07e5
Soft adaptive mechanical metamaterials,2,0.6,64f449c9f23bc4f67afc08b8
A worm-like biomimetic crawling robot based on cylindrical dielectric elastomer actuators,2,0.6,64f449c8f23bc4f67afc08b5
Vertical Bend and T-branch Travels of an Articulated Wheeled In-pipe Inspection Robot by Combining Its Joint Angle and Torque Controls,2,0.6,64f449def23bc4f67afc08fd
Supernumerary Robotic Limbs for Next Generation Space Suit Technology,2,0.6,64f449c6f23bc4f67afc08af
A Convolutional Neural Network With Multi-scale Kernel and Feature Fusion for sEMG-based Gesture Recognition,2,0.6,64f449c5f23bc4f67afc08ac
Rotation adaptive grasping estimation network oriented to unknown objects based on novel RGB-D fusion strategy,2,0.6,64f449c4f23bc4f67afc08a5
Fuzzy enhanced adaptive admittance control of a wearable walking exoskeleton with step trajectory shaping,2,0.6,64f449c4f23bc4f67afc08a4
Rapid 3D printing of electrohydraulic (HASEL) tentacle actuators,2,0.6,64f449c1f23bc4f67afc089b
Digital light processing 3D printing of PDMS-based soft and elastic materials with tunable mechanical properties,2,0.6,64f449c1f23bc4f67afc0899
Discovering the technology evolution pathways for 3D printing (3DP) using bibliometric investigation and emerging applications of 3DP during COVID-19,2,0.6,64f449c0f23bc4f67afc0898
Lower limb prosthetic interfaces: Clinical and technological advancement and potential future direction,2,0.6,64f449c0f23bc4f67afc0893
Direct write printing of a self-encapsulating liquid metal–silicone composite,2,0.6,64f449bff23bc4f67afc0891
Applications of additive manufacturing (AM) in sustainable energy generation and battle against COVID-19 pandemic: The knowledge evolution of 3D printing,2,0.6,64f449bff23bc4f67afc0890
Vacuum End Effector Equipped with an Expansion and Contraction Mechanism Using a Wound Thin Metal Plate,2,0.6,64f449cef23bc4f67afc08cc
Design of an untethered magbot: mimicking fruit fly larvae using magnetothermal actuation,2,0.6,64f449cef23bc4f67afc08cd
"3D-printed omnidirectional soft pneumatic actuators: Design, modeling and characterization",2,0.6,64f449d0f23bc4f67afc08cf
Soft modular climbing robots,2,0.6,64f449d0f23bc4f67afc08d1
Design of a wheeled type in-pipe inspection robot to overcome motion singularity in curved pipes,2,0.6,64f449def23bc4f67afc08fc
Robotic Inspection Monitoring System for Pipelines,2,0.6,64f449def23bc4f67afc08fb
Automatic T-Branch Travel of an Articulated Wheeled In-Pipe Inspection Robot Using Joint Angle Response to Environmental Changes,2,0.6,64f449ddf23bc4f67afc08fa
Location monitoring approach of underground pipelines using time-sequential images,2,0.6,64f449ddf23bc4f67afc08f8
Design and motion planning of a wheeled type pipeline inspection robot,2,0.6,64f449ddf23bc4f67afc08f4
A Dynamic Simulation of a Compliant Worm Robot Amenable to Neural Control,2,0.6,64f449daf23bc4f67afc08f3
Kinematics of an Origami Inspired Millipede Robot,2,0.6,64f449daf23bc4f67afc08f2
A Flexible Lightweight 7.4 V Input 300 V to 1500 V Output Power Converter for an Untethered Modular Piezoelectric Soft Robot,2,0.6,64f449daf23bc4f67afc08f1
An Improved Koopman-MPC Framework for Data-Driven Modeling and Control of Soft Actuators,2,0.6,64f449daf23bc4f67afc08f0
Piece‐By‐Piece Shape‐Morphing: Engineering Compatible Auxetic and Non‐Auxetic Lattices to Improve Soft Robot Performance in Confined Spaces,2,0.6,64f449d9f23bc4f67afc08ec
Obstacle avoidance path planning for worm-like robot using bézier curve,2,0.6,64f449d9f23bc4f67afc08eb
Soft robotic perspective and concept for planetary small body exploration,2,0.6,64f449d9f23bc4f67afc08ea
Multi-environment robotic transitions through adaptive morphogenesis,2,0.6,64f449d8f23bc4f67afc08e6
"Soft robotics: Research, challenges, and prospects",2,0.6,64f449d5f23bc4f67afc08e5
Preisach-model-based position control of a shape-memory alloy linear actuator in the presence of time-varying stress,2,0.6,64f449d5f23bc4f67afc08e4
Optimal control of the multi-module vibration-driven locomotion robot,2,0.6,64f449d4f23bc4f67afc08e0
"Light-responsive soft actuators: Mechanism, materials, fabrication, and applications",2,0.6,64f449d3f23bc4f67afc08db
Fully 3D printed multi-material soft bio-inspired frog for underwater synchronous swimming,2,0.6,64f449d3f23bc4f67afc08d9
Physical reservoir computing with origami and its application to robotic crawling,2,0.6,64f449d3f23bc4f67afc08d8
Design and optimize of a novel segmented soft pneumatic actuator,2,0.6,64f449d1f23bc4f67afc08d7
Multimodal pipe-climbing robot with origami clutches and soft modular legs,2,0.6,64f449d1f23bc4f67afc08d5
"Robotic Actuation and Control with Programmable, Field-Activated Material Systems",2,0.6,64f44970f23bc4f67afc07e6
Yoshimura-origami based earthworm-like robot with 3-dimensional locomotion capability,2,0.6,64f449d3f23bc4f67afc08dd
Evaluation and Comparison of Reversible Water Electrolysis as a Means for Pneumatic Actuation,2,0.6,64f4496ff23bc4f67afc07e4
Frequency modulation of body waves to improve performance of sidewinding robots,2,0.6,64f448f9f23bc4f67afc06f1
Real-time modeling of three-dimensional granular intrusion,2,0.6,64f448fbf23bc4f67afc06fc
Scaling and relations of morphology with locomotor kinematics in the sidewinder rattlesnakeCrotalus cerastes,2,0.6,64f448fbf23bc4f67afc06fb
Maneuvering on non-Newtonian fluidic terrain: a survey of animal and bio-inspired robot locomotion techniques on soft yielding grounds,2,0.6,64f448fbf23bc4f67afc06fa
Self propulsion via slipping: frictional resistive force theory for multi-legged locomotors,2,0.6,64f448fbf23bc4f67afc06f9
Design and control of turtle locomotion-inspired robots actuated by antagonistic shape memory alloy springs,2,0.6,64f448faf23bc4f67afc06f8
"Swimming through the sands of the Sahara and Arabian deserts: Phylogeny of sandfish skinks (Scincidae, Scincus) reveals a recent and rapid diversification",2,0.6,64f448faf23bc4f67afc06f7
Schrödinger Dynamics and Berry Phase of Undulatory Locomotion,2,0.6,64f448faf23bc4f67afc06f6
A minimal robophysical model of quadriflagellate self-propulsion,2,0.6,64f448faf23bc4f67afc06f4
Reconstruction of backbone curves for snake robots,2,0.6,64f448faf23bc4f67afc06f3
"Walking is like slithering: A unifying, data-driven view of locomotion",2,0.6,64f448f9f23bc4f67afc06f2
Facultatively sidewinding snakes and the origins of locomotor specialization,2,0.6,64f448f9f23bc4f67afc06f0
DEM-MBD Coupled Simulation of a Burrowing Robot in Dry Sand,2,0.6,64f448fef23bc4f67afc06ff
The neuroecology of the water-to-land transition and the evolution of the vertebrate brain,2,0.6,64f448f9f23bc4f67afc06ee
